,TITLE,DESCRIPTION,BULLET_POINTS,BRAND,BROWSE_NODE_ID
876,Girlz! Gold-Plated Pendant Set for Women (Gold),GirlZ! trendy gold finish cubical caged crystal pendant and earrings set is perfect piece of love and passion for your loved one. High quality gold finish cube with large charming princess crystal beautifully caged inside the cube makes it perfect piece of art for your and your loved ones. Also available separately and not as set. Item Type: Jewelry Sets Fine or Fashion: Fashion Style: Trendy Material: Alloy and Crystal Occasion: Casual/Party Metals Type: Zinc Alloy Jewelry Sets Type: Necklace/Earrings,"[crystal jewellery set,big crystal set,golden crystal set,cube jewellery,crystal jewellery]",GirlZ!,876
877,Tama MT137DBN Snare Drum,,"[Slightly thicker,1.2mm shells combined with triple flanged hoops allow the Metalworks steel-shell snare drums to perform at their maximum potential]",TAMA,877
878,3 Piece Putty Knife Set,,,,878
879,"Exhaust Fan, 48 In, Less Drive Package",,,Dayton,423
880,"MediCordz Single Modular Tubing Band, 2-Feet, Blue","Used for individual exercise and stretching. Consists of a single section of tubing, fittings and plastic clips on each end for attachment to modular components (blue and black resistance contains metal attachment clips). Tubing stretches up to 3 times its original length. Available in lengths of 1.5-ft (45 cm), 2-ft (60 cm) & 3-ft (90 cm). Single. Interchangeable. MediCordz Rehab Kit comes in ten resistance levels.","[A great addition to your everyday workout routine,Can be used for a wide range of functions,Highly Recommended]",MediCordz,880
881,"Mantis Premier 726L Comfort Bike, 26 inch Wheels, 17 inch Frame, Women's Bike, Purple",,"[Frame/Fork: Comfort style steel frame and ridged steel fork in a 18 inch men's or 17 inch women's sizes,Wheels/Tires: Aluminum wheels with a 26 inch smooth tread tires,Drivetrain: Shimano freewheel with Shimano 21 speed RS-35 Twist Shifter, Shimano front derailleur and Shimano RD-TX35 Rear Derailleur,Brakes/Cockpit: Promax aluminum V-Brakes and levers with a large comfort spring saddle and aluminum suspension seat post,Includes: Aluminum 3 piece cranks, Quick release seatpost and front wheel and multi-position adjustable aluminum stem]",Mantis,881
882,"Fourwalls Decoration Artificial Synthetic Hanging Hydrangea Flower Ball (22 cm Tall, Green)",,"[Material: Synthetic Cloth, Color: Green, Finish: Multi,Size: 25 cm x 25 cm x 25 cm,Package Contents: 1-Piece Artificial Flower Ball]",Fourwalls,709
883,Skybags Polycarbonate 65 cms Grey Hardsided Suitcase (MINT65TMGP),,"[Outer Material: 100% Polycarbonate, Casing: Hard, Color: Grey,Dimensions: 48 cms X 27 cms X 65 cms (LxWxH),Number of Wheels: 4,Lighweight bag with unique textured finish,3 year Domestic,Contact_us on : [ 1800 102 2256 ]]",Skybags,883
884,Conner Kressley,,,,4
885,Goki Flexible Puppet Construction Worker III Doll,"The dolls are made so that they can turn so that the dolls to sit, stand, move arms and legs. Material: wood.","[The dolls are made so that they can turn them,The dolls can sit, stand, move arms and legs,Material: wood]",Goki,205
886,3M Cth-Hd Kitchen Sink Sponge & Corner Caddy,Save counter space!,"[Save counter space!,Drains into the sink for quick drying and mess-free storage,Dishwasher safe on the top rack,Suction cups keep caddy in place and allow for easy, damage-free removal]",,886
887,"Linksys Business AC1750 WiFi Cloud Managed Access Point with Remote Centralized Management & Real-time Insights on Network Activity, 802.11ac, PoE (LAPAC1750C)","The Linksys Business LAPAC1750C Cloud Wireless Access Point delivers wireless data transfer rates of up to 1.17 Gbps and includes* Linksys Cloud Manager, our web-based Wi-Fi Network Management solution. Cloud Manager lets you remotely manage multiple networks, access points and clients from one centralized and easy-to-use dashboard that’s accessible anytime, from any device. Cloud Manager will alert you to any network problems. You can access it from any computer, tablet or mobile phone and easily get real time statistics on the health of your network. The Linksys LAPAC1750C can be set to adopt the configuration of other access points and can be pre-configured before it is turned on for rapid deployment. * A 5-year Linksys Cloud Manager license is included at no additional cost. When it expires, you can choose to purchase the license for an additional five years.",Manage your network’s wireless access points remotely through Cloud Manager,Linksys,887
888,Spice Art Women's Wallet (Brown),,,Spice Art,816
889,ColorRite Half-Ounce Jar Automotive Touch-up Paint for Toyota Corolla - Impulse Red Metallic Clearcoat 3P1 - Color+Clearcoat Package,"ColorRite has been manufacturing the highest quality touch-up paint available for over 25 years, and take pride in providing the fastest shipping in the industry. Our products are designed for a superior color match and protection against the elements. We guarantee that our paint will match the ORIGINAL color of your Toyota Corolla. Performing a ""spray-out"" (a test application of the color on something other than your intended part) is critical to ensure that the color matches and you're applying coats as the paint requires. If your color is what is referred to as a ""TriCoat"" color, you have a color that requires two different colors to create the ""match."" Typically, one is the color, and the other is the pearl effect. ColorRite is committed to your achieving results, staffing a dedicated team of specialists to support you. Our experienced team is committed and ready to help you achieve the best results possible. ColorRite - delivering quality for over 25 years.","[Color+Clearcoat package includes two 1/2 oz. touch-up jars (factory-matched color plus clearcoat) for a long-lasting, durable finish. See menu above for more package options.,Touch-up paint designed specifically by ColorRite for the Toyota Corolla. Please confirm that your vehicle's color code is 3P1 (2001-2008) Impulse Red Metallic Clearcoat before ordering.,ColorRite 1/2 oz. touch-up jars are an alternative to our popular paint pens. Some people prefer a brush to fix small nicks and scratches. If you have a larger area, look to our 2 oz. bottles.,Available sizes include: Touch-up pens and 1/2 oz. jars are ideal for small nicks or chips. 2 oz. bottles provide more paint for larger areas (under 3 feet). Aerosols are convenient for those who do not have professional spray equipment. And for the best results and larger areas, our professional sizes are designed to be used with a spray gun.,ColorRite has been manufacturing high quality paints for over 25 years. Achieve results the very first time - choose ColorRite.]",ColorRite,663
890,"Cohesive & Co. Men's Corri Shirt Jacket, Red, XL",,,Cohesive,890
891,Shakespeare Ladyfish Spinning Combo,"Shakespeare&amp;reg; LadyFish&amp;reg; is designed with the female angler in mind. Featuring smaller, easy to handle Lady Comfort Grips. Shakespeare&amp;reg; LadyFish&amp;reg; is also a proud supporter of the American Breast Cancer Foundation (ABCF).&lt;p&gt;&lt;b&gt;FEATURES:&lt;/b&gt;&lt;ul&gt;&lt;li&gt; Lady Comfort Grips: specifically designed for women&lt;li&gt; Durable fiberglass rod with an EVA handle&lt;li&gt; Pre-spooled with 6LB line&lt;li&gt; Smooth drag system &lt;/ul&gt;","[Equipment for anglers of all ages and experience,Made to be reliable and durable,Tested to be easy to use and high quality,Lady Comfort Grips: specifically designed for women,Durable fiberglass rod with an EVA handle,Pre-spooled with 6LB line,Smooth drag system]",SHAKESPEARE,891
892,Speedwav Upper Front Chrome Grill Covers-Maruti Alto (2000-12),,"[Vehicle compatibility: Maruti Suzuki Alto,Custom cut and fitted for your specific year, make and model,Simple clip-on installation for most vehicles (select grills require minor drilling/trimming),Triple mirror chrome plated finish,Includes all mounting hardware]",Speedwav,892
893,"""Ooh!"" Dry Itchy Scalp Relief - An All Natural, Vegan-friendly Soothing Treatment Oil for Men & Women Who Suffer From Dandruff, a Dry Itchy, or Seborrheic Scalp and Want Soothing Relief and a Healthier Scalp. This Fast Absorbing Non-greasy Oil Is Ideal for All Hair Textures From Caucasian to Ethnic & African American. A Best Selling Oil in the Natural Hair Community for Over 5 Years, 2 Ounce","“Clients, Customers, Men & Women Are RAVING About This Scalp Oil!” Sold exclusively in natural hair salons and select websites until now... ""Ooh!"" Dry Itchy Scalp Relief was created and developed by Phyllis Johnson, a salon owner of 15 years and a natural hair care specialist & trainer. Phyllis suffered for many years from seborrhea dermatitis. Seborrhea is a condition of the scalp characterized scaly flakes and inflamed itchy skin commonly on the scalp. The prescribed medications and over the counter shampoos never worked long term. They left her hair dry and dull plus the chemicals were questionable. The itching was severe, and the flaking so prominent that you could actually peel the flakes (which would be the size of corn flakes) off her scalp. The problem was most problematic around her hairline. After several years of researching, testing on herself and on willing clients, a truly effective all-natural and chemical free scalp treatment had been created. Just minutes after it was applied to a problem scalp and massaged in, the first word her clients would exclaim was, “Ooh!” “Ooh!” Dry Itchy Scalp Relief is made with a base of penetrating nutritive oils enhanced with the therapeutic gifts of pure essential oils. Recommended Usage: Massage ""Ooh!"" into scalp 1-2 times daily for 2-5 minutes. As scalp improves, use once a day and then 2-3 times a week or as needed. NOTE: Some individuals may experience an invigorating or “cooling” sensation on the scalp. That’s OK. It’s the peppermint essential oil. Wash hands after use and monitor around children. Bottom Of The Bottle Guarantee… You have nothing to lose. It comes with a 30 day, bottom of the bottle guarantee. If you feel that “Ooh!” doesn’t work for you, just return it for a full refund. Even if the bottle is empty. That’s how much we believe in this product and what it can do for you! Click the button at the top of the page to get relief now!","[Massaging “Ooh!” into your scalp gives you instant relief from severe itching and over the next several weeks (most times a lot sooner), other scalp issues like dandruff, dry scalp and seborrhea will improve. As your scalp improves, you’ll use less of the oil; going from twice a day to once a day to 2-3 times a week. Use it to maintain your scalp in between shampoos. Just make sure you use it very sparingly. A little goes a very long way and you don’t want to waste this therapeutic oil,After 2-5 minutes of massaging “Ooh!” into your scalp, it’s as if you never applied the oil because it’s never greasy or tacky, nor does it leave an oily residue. Making it a great choice for all hair types and textures - from Caucasian straight hair, curly hair, permed hair, color-treated hair to African American textures and styles, even dreadlocks and locs,Great For The Fellas! Especially the men who choose to wear their heads clean-shaven and bald. Scalp issues or not…they absolutely love this treatment oil. It keeps their scalps conditioned, toned and invigorated after their morning shave, without excessive shine. They love the minty scent too!,To protect and prolong the efficacy of the pure essential oils, ""Ooh!"" Dry Itchy Scalp Relief is always packaged and stored in dark amber glass bottles with a convenient glass dropper,A nutritive oil base of coconut, aloe vera, meadowfoam, watermelon seed, jojoba and vitamin E enhanced with a synergistic and healing blend of peppermint, lemongrass, rosemary, lavender, lime & clary sage essential oils. See Our Bottom Of The Empty Bottle Guarantee Below!!!]",Natural Transitions Inc,249
894,"Zebra DelGuard 0.5mm Lead Mechanical Pencil, Black Body (P-MA85-BK)","Pilot Mechanical Pencil DelGuard;0.5mm Lead;Lead Break Protection, DelGuard System","[Pilot Mechanical Pencil DelGuard,0.5mm Lead,Lead Break Protection, DelGuard System]",Zebra,134
895,ProLine 117014 Trencher 2.8 Traxxas Style Bead All Terrain Tires,"<p><b>Key Features</b></p><ul><li>Tire Features: <ul><li>Horizontal H shaped tread for ridiculous amounts of traction and side-to-side stability</li><li>Over-sized tall tread are second-to-none in durability and longevity</li><li>Extremely detailed sidewall design for that tough off-road look</li><li>Official Pro-Line logo and Trencher name embossed on sidewall of tire</li><li>Tire also available UnMounted</li></ul></li><li>Wheel Features: <ul><li>Tough 11 spoke wheel style</li><li>Satin Black finish</li><li>Molded in Bead-loc ring and lug nuts for scale look</li><li>Wheel made from high-strength, durable DuPont nylon material</li><li>New P-L Racing Logo and Styling</li><li>Wheel also available UnMounted</li><li>Made in the USA, since 1982</li></ul></li></ul><p><b>Overview</b></p><p>This is a pair of Trencher 2.8"" Tires pre-mounted on F-11 Wheels. Pro-Line is very excited to announce the availability of the Trencher 2.8"" pre-mounted to the wheel that you need. Making your truck the toughest looking one on the block has never been easier now with the Trenchers pre-mounted to the F-11 wheels. We take the guess work out of your glue job by doing the mounting for you so you can spend more time having fun!</p><p>Pro-Line's world class development team spent several months of research, development and testing to ensure that the Trencher 2.8"" tire will perform above and beyond your expectations in any condition that you take your truck. Whether it is loose or hard-packed dirt, sand, snow, street or gravel the Trencher 2.8"" tire is up to the task. If you only buy one wheel and tire combo for your truck, this is the one to buy!</p><p>The Trencher tread was designed to have ultimate traction combined with long-lasting durability. Each tire lug is shaped to dig into whatever surface you are running on and is ultra-thick so that it is extremely durable","[Horizontal H shaped tread for ridiculous amounts of traction and side-to-side stability,Over-sized tall tread are second-to-none in durability and longevity,Extremely detailed sidewall design for that tough off-road look]",Proline,434
